date,milk_tnuva_3,milk_tnuva_3_chains,cottage_5,cottage_5_chains,gevina_levana_5,gevina_levana_5_chains,emek_28,emek_28_chains,butter,butter_chains,sweet_cream,sweet_cream_chains,sour_cream,sour_cream_chains,eggs_12,eggs_12_chains,yogurt,yogurt_chains,bread,bread_chains,rice,rice_chains,spaghetti,spaghetti_chains,couscous,couscous_chains,tomato,tomato_chains,cucumber,cucumber_chains,onion,onion_chains,potato,potato_chains,carrot,carrot_chains,apple,apple_chains,frozen_peas,frozen_peas_chains,chicken_breast,chicken_breast_chains,schnitzel,schnitzel_chains,hot_dogs,hot_dogs_chains,sugar,sugar_chains,salt,salt_chains,tahini,tahini_chains,hummus,hummus_chains,chocolate_spread,chocolate_spread_chains,coca_cola,coca_cola_chains,water,water_chains,coffee_tasters,coffee_tasters_chains,coffee_turkish,coffee_turkish_chains,tea,tea_chains,bamba,bamba_chains,bisli,bisli_chains,para_chocolate,para_chocolate_chains,cookies,cookies_chains
2026-04-08,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.14,6,7.25,7,7.77,3,8.89,4,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-09,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.14,6,7.25,7,7.77,3,8.89,4,15.5,4,6.55,5,3.68,2,9.88,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.52,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-10,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.14,6,7.25,7,7.77,3,8.89,4,15.5,4,6.55,5,3.68,2,9.88,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.52,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.26,6
2026-04-11,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.25,7,7.77,3,8.89,4,15.5,4,6.55,5,3.68,2,9.88,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.52,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.26,6
2026-04-12,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.39,7,7.77,3,8.6,4,14.39,4,6.55,5,3.68,2,10.39,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.52,6,37.84,7,20.34,6,7.85,5,5.37,7,5.22,6,9.69,7,8.26,6
2026-04-13,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.13,7,15.44,6,4.38,7,8.11,3,12.26,7,6.14,6,7.39,7,6.94,3,8.89,4,16.41,4,6.55,5,3.71,2,10.39,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.56,5,16.52,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.35,7,8.26,6
2026-04-14,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.39,7,6.94,3,8.6,4,16.41,4,6.55,5,3.71,2,9.82,4,18.67,6,42.0,6,31.14,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.56,5,16.52,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-15,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.39,7,8.77,3,8.6,4,16.41,4,6.55,5,3.71,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.52,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-16,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.39,7,8.77,3,8.6,4,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.52,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-17,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.78,7,8.77,3,8.6,4,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.52,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-18,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,8.11,3,12.26,7,6.14,6,7.78,7,8.77,3,8.6,4,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.52,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-19,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,8.77,3,8.6,4,16.41,4,6.55,5,4.09,2,10.39,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-20,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,9.33,3,8.16,4,16.41,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-21,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,9.33,3,8.16,4,16.41,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-22,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,9.33,3,8.16,4,16.41,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-23,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,9.33,3,8.16,4,16.41,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-24,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,9.33,3,8.16,4,16.41,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-25,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.78,7,9.33,3,8.16,4,16.41,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-26,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.34,7,8.27,3,8.16,4,17.01,4,6.55,5,3.64,3,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.55,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-27,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.34,7,7.37,4,7.95,4,15.5,4,6.55,5,3.64,3,9.82,4,18.67,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-28,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.34,7,7.37,4,7.95,4,15.5,4,6.55,5,3.64,3,9.82,4,19.31,6,42.0,6,31.18,6,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-29,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.14,6,7.34,7,7.41,5,7.95,4,15.5,4,6.55,5,3.64,3,10.09,4,19.31,6,42.0,6,31.18,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-04-30,7.26,5,6.18,7,5.82,4,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,11.87,7,6.5,6,7.34,7,7.79,5,7.95,4,15.5,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.78,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-05-01,7.26,5,6.18,7,5.83,5,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,6.5,6,7.34,7,7.79,5,7.95,4,15.5,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-05-02,7.27,5,6.18,7,5.83,5,20.16,3,10.11,6,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,6.5,6,7.34,7,6.93,5,7.95,4,14.39,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,5.37,7,5.22,6,9.54,7,8.26,6
2026-05-03,7.3,7,6.18,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,6.5,6,7.34,7,6.98,5,8.27,4,15.5,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,5.17,7,5.22,6,9.54,7,8.26,6
2026-05-04,7.3,7,6.18,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,6.5,6,7.73,7,6.99,5,7.46,4,16.41,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,5.17,7,5.22,6,9.54,7,8.26,6
2026-05-05,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,6.5,6,7.73,7,6.88,5,6.72,4,15.86,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,5.17,7,5.22,6,9.54,7,8.26,6
2026-05-06,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,6.5,6,7.73,7,6.99,5,5.9,5,15.95,4,6.55,5,3.53,3,10.09,4,19.31,6,42.0,6,32.43,6,22.23,3,4.89,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,5.17,7,5.22,6,9.54,7,8.26,6
2026-05-07,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,6.5,6,7.73,7,7.21,5,5.9,5,16.41,4,6.55,5,3.53,3,9.13,4,19.31,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.22,6,9.54,7,8.26,6
2026-05-08,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,6.5,6,7.73,7,7.21,5,5.9,5,16.41,4,6.55,5,3.53,3,9.13,4,19.31,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.22,6,9.54,7,8.65,6
2026-05-09,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,6.5,6,7.73,7,7.35,5,5.9,5,16.41,4,6.55,5,3.53,3,10.39,4,19.31,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.22,6,9.54,7,8.65,6
2026-05-10,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.15,7,5.91,6,7.73,7,6.68,5,6.05,5,16.41,4,6.55,5,3.53,3,10.28,4,19.31,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.22,6,9.54,7,8.65,6
2026-05-11,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,5.91,6,7.73,7,7.18,6,5.8,6,16.41,4,6.55,5,3.53,3,10.12,4,17.63,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.22,6,9.54,7,8.65,6
2026-05-12,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,5.91,6,7.73,7,6.94,6,5.75,6,16.41,4,6.55,5,3.2,3,9.82,4,17.63,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.22,6,9.54,7,8.65,6
2026-05-13,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,5.91,6,7.73,7,7.13,6,5.74,6,16.41,4,6.55,5,2.9,3,10.39,4,17.63,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.06,6,9.54,7,8.65,6
2026-05-14,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,5.91,6,7.73,7,7.48,6,5.77,6,16.41,4,6.55,5,2.9,3,9.42,4,17.63,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.06,6,9.54,7,8.65,6
2026-05-15,7.3,7,6.14,7,5.84,7,20.16,3,10.04,7,8.79,7,3.2,7,15.44,6,4.5,7,7.99,3,12.01,7,5.91,6,7.73,7,7.48,6,5.77,6,16.41,4,6.55,5,2.9,3,9.42,4,17.63,6,42.0,6,30.32,6,22.23,3,5.02,3,1.98,7,13.77,5,10.59,4,27.95,6,8.58,5,16.71,6,37.21,7,20.34,6,7.85,5,4.96,7,5.06,6,9.54,7,8.65,6
